15,define the workshop objective decide who your audience is schedule your workshop for the morning or early afternoon publicize your workshop recruit 815 participants for your workshop prepare your participants for the workshop prioritize your goals for the workshop prepare a variety of teaching aids prepare paper handouts arrange your audiovisual materials organize your computerbased materials recruit experts speakers and assistants decide on your group activities leave time for breaks resist cramming secure catering arrive early set up all equipment before participants arrive arrange the chairs in advance distribute materials greet participants as they arrive introduce yourself and the workshop begin icebreakers execute your lesson plan be flexible use interactive exercises to reinforce information do nt talk too much stick to your scheduled breaks switch up activities every 2030 minutes lighten the mood maintain a respectful democratic atmosphere be prepared for the unexpected conclude the workshop with a summary of what they have learned get feedback immediately after the session follow up with the participants a few days or weeks later schedule a followup workshop if necessary
16,make a list of references you donât understand look up quotations from popular shows movies and songs use online slang dictionaries to look up words you donât know watch or listen to the old stuff with friends donât try to know it all
17,watch television advertisements determine the distance from your location to each casino choose the casino that is the shortest distance from your location
18,read local newspapers andor newspapers with a broader focus determine the distance from your location to each casino choose the casino that is the shortest distance from your location
19,read your local phone book determine the distance from your location to each casino choose the casino that is the shortest distance from your location
20,visit the following url on your internet browser httpwwwpokerhousecouklandbasedcasinoshtml click the link that applies to your location determine the distance from your location to each casinochoose the casino that is the shortest distance from your location
21,determine if a fainting spell is approaching react quickly to the symptoms prepare yourself for losing consciousness take it slowly if you do faint identify the cause prevent fainting spells through hydration practice calming techniques avoid excessive drinking and illegal drugs find out if you have a medical condition provide the doctor with your history follow the doctors advice
22,help with basic hygiene watch for bed sores look for signs of chest problems provide emotional support ask about a social worker request help from friends and family let the professionals help acknowledge your emotions ask questions take care of your spiritual needs enjoy what you can determine your limitations maintain your health
23,drink more water eat breakfast eat well throughout the day eat at the right times consider going meatless read the labels get in shape maintain a healthy weight cross train exercise wisely take the little opportunities think positively be satisfied think small manage stress choose your friends wisely be productive take a break find emotional balance stop engaging in risky behavior exercise several times a week get a good nights rest learn how to cook maintain your personal hygiene bolster your immune system
24,name it make sure your pet always has enough food and water keep your pet clean train your pet care for your pet make sure to take it to the vet at least every 6 months
25,go vegan do nt buy real fur products do nt visit zoos or circuses that you know mistreat animals adopt volunteer at an animal shelter recycle and compost know your facts get involved
26,give food and water to the pet clean up after the pet groom the pet take your dog for daily walks play with your pet teach your dog basic obedience commands do not give your pet unhealthy treats or food follow your parentâs house rules for the pet tell your parents if your pet is behaving badly let your parents know if your pet seems ill or sick add to your pet responsibilities as you get older
27,assess your pets needs adjust your pets schedule write detailed instructions talk to your veterinarian
28,greet your pets take special time each day to interact with your pets wipeclean up accidents give your pets a safe place to travel
29,consider time spent caring for your pets calculate space requirements for your pets make sure you have the ability to care for your pets count the number of pets you already have create a budget consider what you could spend your money on without pets make sure all your needs are being met pay for medical care find out what the rules are check city county and state laws make sure all pets are licensed consider any children in the house be courteous of others be aware of pet hoarding find a new home for excess pets volunteer or give money to support animal rescue groups or shelters
30,use stainless steel or ceramic for the water bowl container make sure the container is oversized take care of the condition of your water bowl do nt just use really hot water change the water frequently spritz the bowl with a light mist of peroxide after you have cleaned it give them filtered water
31,determine if you can adequately care for a pet choose a pet that fits your lifestyle prepare your house for your incoming pet buy necessary pet supplies in advance budget enough money for adequate care schedule regular visits to the vet make sure your new family member has food that suits their nutritional needs give your pet your affection and attention clean your pet and all of its enclosures do indepth research about care for your pet
32,research the type of pet so you can make sure the pet fits into your environment and lifestyle choose your breed carefully especially if you have children be realistic about your budget and your ability to shoulder responsibilities exercise your pet if itâs the kind of pet that needs it such as a dog watch your petâs diet carefully consider whether your pet needs to be groomed monitor your pet for illness and injury train your pet if itâs the kind of pet that needs it make time for your pet love your pet
33,remember that they too are living things if small animal do nt make them live in a small cage choose a big cage or even make one    treat them like your family understand them take control of their stuff rather than hiring a person to look after them give them freedom let them do what they want
34,make a living space for them get feeding supplies secure the area buy a water tank be prepared to clean droppings do nt forget to love them finally have overall common sense
35,try a pet sitter ask a friend or neighbor to check on your pet take your pet to a boarding kennel try home boarding
36,relocate your caged pet choose an environment that is similar to your home get an inhome sitter for birds and cats take your pet to a kennel
37,make your home comfortable petproof your home use an automatic feeder consider a pet camera
38,create a proper training environment be prepared start early train often but donât push too hard have it eating out of your hand shape the desired behaviors get your clicks stay on target employ the âstep upâ as an early training step test the most basic method use an alternate treatbased stepup move on to the targettraining stepup donât presume your parrot will or wonât talk watch your mouth start young and stay calm repeat and repeat again
39,decide what you want your parrot to say but make it basic if you want you can make it say simple but funny things you should go to a nice and quiet room to start teaching it repeat what you want it to say many times if you do get your parrot to say it correctly then you ve succeeded
40,observe your birds natural behavior choose a command create a potty spot move your bird to the potty spot when he needs to go say your command when your bird defecates reward the behavior take your bird to the potty spot as often as necessary do not train a new bird too early keep your expectations realistic do not scold or hit your parrot
41,choose a white buttondown shirt gather other supplies remove the buttons from the shirt sew the button holes closed cut velcro to line the shirt opening attach the velcro to the shirt opening cut and attach velcro around the collar and sleeves choose a widebrimmed hat gather supplies to make the veil measure and cut the fabric bring the edges together and sew the seam sew the veil to the brim of the hat buy the remaining beekeeping suit essentials put on the hat and gloves put on the shirt tuck the shirt into your pants put on your socks and shoes purchase a lightcolored longsleeved coverall attach elastic to the neck hole and wrists put on your suit
42,look for a bee larger than the others in the hive look for a bee with a pointed abdomen using a magnifying glass look for a bee without a barb on its stinger look for a bee that stands with its legs splayed apart watch the way the other bees act subserviently around her
43,look for a major or complete desertion of the colony by all adult bees over a short period of time look for bees check for the queen check for another colony moving in
44,lift the horses foot remove any shoes that are already on the horses feet clean the bottom of the hoof use a hoof knife to remove excess flaky sole from the bottom of the hoof trim excess hoof wall with hoof nippers use a rasp to flatten and level the the sole size the shoe to its hoof make minor adjustments to the shape of the shoe if needed secure the shoe in its place with nails bend and remove the nail tips clinch the nail file any rough spots on the hoof wall repeat process three more times until all four hooves have been shod
45,consider your yard size check local laws start in the spring purchase your hive construct a hive stand get hive tools figure out your bee source early purchase a ânucâ ask your supplier to provide you with a ânucâ this is a queen bee and a bunch of workers that are ready to place in the hive once spring startsif this isnât an option buy a confirmed queen bee and about 10000 individual workers which equals about three pounds of bees introduce your bees to their hive feed your bees as necessary monitor the hive watch for potential problems
46,consider whether you should harvest the sugarbag honey separate the honey super from the 2 brood boxes pierce the sugarbag pots drain the sugarbag honey filter the sugarbag honey place the honey super back onto the top of the hive
47,get a smallish guinea pig cage that will fit in the backseat of your car fill it with a thick layer of newspaper or a waterproof sheet and cover with a soft fleece or towel bedding    place an attachable ceramic bowl in the cage and fill it with your guinea pigs favorite food before hooking it to the cage hook up a water bottle and fill it up to the brim put a few handfuls of hay into the cage    give your guinea pig a toy or two as long as they are light and small   you do nt want them to slide and hit your guinea pigs    put some veggies your guinea pigs like into the cage    put your guinea pigs in to the cage and put the cage in the car on a seat with the seat belt done up talk to your guinea pigs whenever you get the chance try to pull pull over at a rest stop every hour when you have reached your destination move your guinea pig into a proper hutch or cage away from direct sunlight
48,schedule an appointment with an allergist take antihistamines consider taking decongestants use corticosteroid nasal sprays use highefficiency air filters and purifiers confine your guinea pig in one part of your home protect yourself from the most common sources of allergens wear protective equipment when handling your guinea pig wash your hands after any allergen contact ask someone who s not allergic to handle guinea pig duties consider finding a new home for your pet rule out haystraw allergies check if wood shavings are the problem try out other guinea pig foods
49,consider the size of the cage consider a hutch consider a cubes and coroplast cage or c   c consider a chicken coop consider wired cages consider a guinea pigrabbit run do not fall for flimsy pet store cages refrain from buying aquariums for your guinea pigs do nt purchase a cage with a wire bottom make sure the home is predator proof place the cage in a satisfactory location purchase a suitable ramp steer clear of toxic materials be aware of reviews on wood shavings consider using fleece consider the use of paper bedding consider carefresh consider aspen consider the use of hay purchase a water bowl or bottle purchase a food bowl buy huts bridges and shelters consider optional toys for your guinea pig purchase a hay rack purchase cleaning products purchase optional grooming products assemble your hutch place it in a suitable location line it with bedding position a feeding and drinking station place your hutsshelters in the hutch add any toys and cage accessories set the hay rack in the hutch make sure your guinea pigs ramp can be safely used assemble your c   c cage place your c   c cage in a suitable location line up your bedding position the feeding and drinking station place your hutsshelters in the cage add toys and cage accessories set the hay rack in the cage assemble the coop find a suitable location for the coop add bedding position the feeding and drinking station ensure the ramp is fully accessible place hutsshelters in the coop add toys to the coop set the hay rack in the coop assemble the wired cage find a good location for the cage add bedding to the cage position the feeding and drinking stations place hutsshelters in the cage add toys to the cage set the hay rack in the cage
50,purchase or build a cage line the cage up with absorbent bedding choose where to keep the cage decide on water bottles or water bowls purchase a food bowl purchase food prior to the arrival of your guinea pigs choose your hay purchase a hay dispenser purchase huts tunnels and toys for your guinea pig
51,research monkey species be ready for a huge commitment find out if its legal to own a monkey in your state find a dealer or breeder with an excellent reputation find an exotic animals veterinarian nearby build or buy a monkey cage monkeyproof your house keep the monkeys space clean provide clean water bottles every day feed him monkey biscuits fruits and vegetables give the monkey plenty of toys and stimulation play with the monkey every day never punish a monkey do not let the monkey play with strangers have fun communicating with your monkey
52,use fully secured bins do nt feed monkeys pick the fruit from your trees monkeyproof all the houses avoid the use of plastic bags spread the word
53,brush your teeth and tongue well before you meet up with him get him alone do something romantic create a clever ruse to get him close to you break the touch barrier if you havenât already cuddle up with him work on your pucker flirt with your eyes give him some serious clues when you are saying goodbye flirt with your words make him feel confident be direct and ask him to kiss you
54,respect the differences between a capuchin and more traditional pets educate yourself about capuchins recognize that capuchins were not meant to be quiet and isolated animals consider your capuchinâs needs to address why they are being so vocal
55,get some privacy freshen your breath make her feel special make sure sheâs ready for a kiss make physical contact avoid the common kissing pitfalls lean toward her until your faces are almost touching tilt your head slightly kiss her caress her cheeks and hair use your hands a little bit donât forget to breathe slowly pull away end on a good note
56,practice kissing practice good oral hygiene have moist lips find the right moment keep your eyes closed avoid rushing relax decide that you are ready decide who you want to kiss talk with trusted friends ignore negative thoughts be confident understand that it is normal to be nervous keep a sense of humor
57,scare them off build an electric fence deploy an electronic sound repellent
58,make sure you have ample space so that capuchins can burn off energy and be less noisy find your capuchin a friend provide your capuchin with interesting toys and puzzles to keep them occupied give your capuchin a mirror to occupy their attention offer your capuchin foods that take time and attention to eat make time for your capuchin
59,bond with your capuchin demonstrate that you are in charge reward your capuchinâs good quiet behavior use time outs to punish your capuchin when they are loud do not resort to physical discipline to quiet your capuchin be consistent with your commands especially when you want them to be quiet ask an expert for help
60,hang out with your friends have confident body language dance with your friends catch your crushâs eye
61,think of someone you might want to be your boyfriend or girlfriend figure out if that person likes you back ask the person out start slow figure out if you re ready to kiss signal that you re ready to be kissed pay attention to your partnerâs signals find the right time and place muster your courage ask your partner for a kiss kiss your partner play a game of spin the bottle play seven minutes in heaven play suck and blow
62,get to know each other start doing stuff together take it one step further play it cool ask them out deal with their response avoid pestering your crush
63,get near them say hi to your crush compliment your crush talk about the dance keep the conversation short if youâre dancing give nonverbal cues that you want to dance
64,wait until the right song ask your crush encourage them if they are nervous keep a respectable distance at first read your crushâs body language get closer assess the situation at the end of the song
65,become confident in yourself dress to impress style your hair in an interesting way highlight your lips smell nice flirt your way into his heart create an opportunity to be alone keep open and positive body language be patient maintain eye contact get close break the kiss barrier go for the kiss reinforce the situation with your hands change it up initiate a french kiss end the kiss before it becomes boring
66,before you do anything else find out a little more about your crush make sure your crush is aware of your existence make yourself available tweak your style to perk your crushs interest take care of your hygiene make sure you appear in several of the classes in your crushs schedule start friendly comfortable conversations with your crush and ask nice questions about him that will help you get to know more about him slowly start to sit at your crushs table at this point if you ve become good enough friends with your crush so that you re a part of his daily life and attention now your crush should be naturally starting conversations with you instead of you doing all the starting    finished
67,look at how the popular kid acts around your crush think of some qualities that you have that the popular kid does nt have try being a little bit like the popular kid befriend them spend time with your crush text your crush when you re ready ask them out
68,wear a unique outfit be physically attractive research body language tricks be confident
69,tell your trusted friends about your crush talk with your friends about your crushs interests form friendships with your crushs friends
70,sit next to your crush initiate conversations with your crush start conversations with schoolrelated topics be kind to your crush greet them connect on social media flirt understand that your crush is human
71,soak a sponge in a bucket of warm water wring out the sponge till damp and wipe your saddle and tackthis opens the pores of the leather in the saddle to thoroughly clean and condition your tack when saddleleather soap is applied rub the sponge onto some saddle soap to get it nice and sudsy    work in the soap into the leather from top to bottomunderneath and everywhere inbetweenthis may take some elbow grease and you might get a sore hand but the finished result is a nice supple saddle fit for a show    use a dry rag to wipe all the suds off the saddle    still some hard pressed dirt in there since you re already covered in suds and want your saddle to look brand new why not shine it up a bit you can usually wipe all nonleather parts of a saddle with a damp cloth or sometimes use a carpet cleaner
72,stabilize your saddle dust your saddle prepare a lather soap your saddle rinse the saddle dry your saddle condition the smooth leather condition any rawhide areas remove excess conditioner decide if it is time to clean your saddle check with the manufacturer gather your supplies
73,read the manufacturers directions avoid lye heavy products make your own saddle soap
74,prepare your tack for cleaning clean the saddle finnish up cleaning
75,avoid saddle soap on certain shoes protect your boots for the winter months clean your shoes with saddle soap
76,approach the horse from the front loosely coil the lead rope in one hand grasp the halter gently take up the slack
77,groom your horse check your gear set the saddle pad on your horse grab the cinches straps and stirrups lift the saddle onto your horse lower the cinches and stirrups make the horse put his front hoof forward to avoid causing sores in the girth area on your horse where there are wrinkles in the horses skin tighten the back cinch attach the breast collar if you use one pull out any skin that may have gotten trapped under the cinches untie your horse remember to mount from your horses left side
78,clip the lead rope to the halter stand on the left side of the horses head loop the lead rope around the horses neck open the halter slide the halter over the nose of the horse adjust the halter
79,bring the horse to a round corral let the horse investigate the rope soothe an agitated horse repeat the attachment many times try again with a short rope
80,note that saddling normally mainly takes place on the left side of the horse have the saddle pad and saddle ready place the saddle pad on the horses back so that the straps on the side are inline with the back of the horses shoulder check from the front of the horse that the saddle pad is even on both sides of the horse gently lay the saddle on top of the saddle pad evenly get the girth and feed the non stretchy side through the straps on the right side of the horse and attach it to the first billet hole on the other side of the horse pick up the girth and attach it to the first billet hole on that side as wellcheck and make sure the girth is not pinching the horse anywhereadjust your stirrups to the right length before riding
81,tie up the horse move the reins up to the horses poll undo the curb chain if the bridle has one by unhooking it from the left side of the bridle    undo the throatlatch    undo the cavesson or nose band take hold of the reins as well as the bridle between the horses ears and pull it gently over the ears letting the horse drop the bit from its mouth so you do nt bang his teeth    put the bridle and reins over your shoulder and place a halter on your horse once he is tied safely stand on the left side of the horse lift up the saddle flap and unbuckle the girth place your arms under the front and back of the saddle and saddle pad if the horse is wearing one and lift the saddle off the horses back hang up all your tack
82,learn the best knots for tying up a horse ahead of time learn to tie a quickrelease knot learn another quickrelease knot learn to tie a bowline knot use caution when tying knots
83,note that saddling normally mainly takes place on the left side of the horse    have the saddle pad and saddle ready place the saddle pad on the horses back check from the front of the horse that the saddle pad is even on both sides of the horse before putting the saddle on the horse hook the stirrup on the opposite side of where you are standing up over the saddle horn so it does nt get caught under the saddle when you put it on the horse lay the saddle on top of the saddle pad evenlyput the stirrups and cinch down to hang at the horses sidesmake the horse put its front leg on the side you are cinching the saddle on forward to avoid pinching the skin when you tighten the cinch if your saddle has a back cinch tighten the front cinch first and then tighten the back onecheck and make sure the girth is not pinching the horse anywhere
84,tie your horse by its halter choose a safe place to secure your horse tie your horse up away from other horses secure the horse at eyelevel or higher leave the right amount of slack shelter a horse that will be tied for a long time keep a knife handy for cutting rope in emergency situations use caution around tied horses untie the horse before removing its halter
85,make sure the harness is nt too tight use leashes just for the yard do nt walk your guinea pig
86,designate one area for guinea pigs hide electrical cords put hazards out of reach separate the other pets let everyone know the guinea pigs are out give them enough exercise time do nt forget to provide food and water
87,place them in an enclosure keep your guinea pigs cool do nt let them go out on damp grass provide food and water check for poisonous plants stay outside
88,buy a large enough cage buy one commercially build your own
89,train her to come to you when she is called practice the stand up command do the turn in a circle command train your guinea pig to push a ball teach her to jump through a hoop practice litter box training
90,observe your guinea pig buy a litter tray prepare the litter tray watch her behavior keep up the litter tray be patient start small lay out her litter tray cover up the remaining corners expand the area
91,observe where your guinea pig tends to eliminate set up a litter box choose a quality litter place multiple litter boxes in the cage if necessary see if your guinea pig approaches the litter box on its own try encouraging litter box use with hay change the litter regularly do not use clumping cat litter avoid scolding your guinea pig accept your guinea pig may not always use its litter box
92,bond with your guinea pig take your guinea pig to the vet do a quick test on your guinea pig set up an area for your guinea pig to get play in feed your guinea pig if all else fails just be a responsible and loving guinea pig owner
93,put a saddle blanket or pad on your horses back position the saddle on the blanket position the stirrup cinches and straps on the left side of the horse
94,attach the girth cinch the ties put the finishing touches on
95,watch out for a shifting saddle notice if your saddle seems to bounce up and down dismount and inspect the cinch tighten the cinch before mounting
96,build a trustworthy bond with your piggy research different training methods choose the training method that works best for you and your guinea pig gather the materials that you will need for training
97,let your guinea pig out of its cage make sure the room is safe by blocking all holes and danger    get out your pellets and line them up in front of your guinea pig make sure it leads to your lap and put the last one on your lap    make sure that your guinea pig follows the trail of pellets    if heshe does reward himher with a vegetablefruit    then do this every day for 7 days on the eighth day do nt leave a trail of pellets and make sure heshe comes to you but you still reward himher
98,condition your guinea pig to the clicker or verbal marker once your guinea pig is well conditioned to the clicker or verbal marker begin to slowly ease them into performing basic commands begin teaching your guinea pig
99,place your guinea pig in a piggyproof area that both of you are comfortable in hold a treat   or if your pig has learned targeting a finger   above the guinea pigs head once your guinea pig stands up on its hind legs allow it to drop back down to all fours and then click or use the verbal marker and treat continue to do this until your guinea pig does it correctly every time
100,get a small garbage can or round cylindershaped object of some sort place your guinea pig in the general area use a treat to lure your guinea pig to it stand back and see if the guinea pig will try to go around on its own eventually begin only treating your guinea pig when they make a full circle around the object begin enforcing a hand motion take the garbage can away gradually
101,keep yourself safe wash your hands understand a guinea pigâs reasons for biting
102,master the basics be creative stay safe take it beyond your home
103,step back and observe your behavior step away when feelings become obsessive chanel your energy elsewhere spend time with others make a game plan accept your feelings keep a balanced opinion of your crushes remember crushes do not last be responsible for your own happiness take care of yourself own up to your unhealthy habits keep the consequences of acting on a crush in mind interrogate what your crushes represent seek professional guidance
104,do nt think you can just go out with himher if you ask them try befriending the person show this person the real you organize group dates believe that you re beautiful pretty yourself do nt fear rejection if he likes you back great be careful what you choose for a first date
105,reduce other factors that cause anxiety let your guinea pig explore its space slowly introduce yourself into its environment gradually work towards holding your guinea pig teach children how to hold guinea pigs properly give treats to reinforce good behavior learn your guinea pigs personality do not hit your guinea pig
106,gather a celery stalk and a carrot slide the carrot inside the celery stick put some leaves under the carrot to make it tastier serve
107,tie up your horse groom your horse
108,tie your horse groom your horse check for any sores or wounds that may cause discomfort under the saddle area put on a saddle pad or blanket proceed to saddle the horse put the saddle in place make sure the saddle is positioned properly make sure the saddle fits correctly secure the front main cinch loosely secure the back bucking cinch lead the horse forward five steps attach the breast collar if you use one mount up run up the stirrup irons on the stirrup leathers detach the girth or cinch and set it aside make sure the pad is lined up properly place the saddle replace the girth drop your stirrups before mounting
109,have the bridle ready take off the halter bring the horses head down drape the reins over the horse change hands with the bridle separate the curb chain ask the horse to open its mouth put the bit in pull the crown over the ears fasten the buckles place the halter around the horses neck unbuckle the straps pull the bridle off put the halter on check the horse for medical problems train the horse to stop chewing on bits try a different bit if your horse seems uncomfortable try a tongue port for tongue problems
110,gather all of the fruit you can cut the fruit into small pieces    mix the fruit pieces together add some freshly squeezed orange juice andor apple juice as dressing serve the fruit salad to your guinea pig and watch your guinea pig enjoy
111,gather as many vegetables as you can cut the vegetables into little pieces    mix the vegetables together giveâ   it to your guinea pig
112,groom your horse run up the stirrup irons on the stirrup leathers detach the girth and set it aside make sure the pad is lined up properly with the edges of the saddle stand on the lefthand near side of the horse place the saddle and pad on the horses back with the pommel of the saddle just in front of the horses withers    slide the saddle back in the direction of the hair growth until it settles into place attach the girth to the girth straps on the off side the horses right then bring it up to the near side the horses left fasten the girth securely   you should be able to get your hand between horse and girth but it should be a snug fit drop your stirrups before you mount    mount and recheck your girth to see if it needs tightening
113,put on your horses saddle pad pick up the saddle and set the saddle on horses back attach the girth
114,ensure that your horse is securely tied before bridling him bridle your horse slide the crownpiece over the ears attach the throat latch and noseband do a final safety check you re ready to get on and ride your horse
115,ensure that bullying is the cause of weight loss set up the cage to optimise feeding opportunities set up a separate smaller cage to accommodate feeding prepare the vegetables take the food to the cage separate the chosen cavy put in foods go away check on the cage return the guinea pig to the main cage
116,horsesit hire yourself out as a groomer talk with the barn managerowner to see if you can exchange chores for a break in your horses board mow lawns rake leaves pull weeds etc talk with your parents about exchanging chores for an allowance that would go toward your horses boarding fee   cleaning cooking dishes laundry etc    babysit school horses if you are an experienced rider ask the owner or your trainer if you could start coaching for a break in the board make and sell something your good at such as bracelets or cards   offer to feed or blanket peoples horses at night charge a small fee and hang flyers up around the barn   sell old tack or clothes that you do nt fit into any more    offer to muck stalls and feedwater horses at your stable
117,build your confidence be yourself maintain good hygiene have your own life
118,read her body language take note if she wants to spend time with you pay attention to her facial expressions trust your gut
119,make sure you like her before you try to get her to notice you try to sit near her in class have your friends sit near you too make sure you laugh a lot with your friend do nt be over the top though stand up for what you believe in when you re doing something difficult like math just ask her how to do it complain to your friend loudly about having to do a job at home where she might hear if you ve got a skill use it with your friend but not too loudly just have a conversation with her start to talk to her often    if she wants to talk on a social networking site talk    do nt ask her out unless you are 110 that she likes you try not to look to like you re trying to hard if she asks you though go for it try to compliment her it may seem weird at first but compliments turn girls on so badly    tell her a secret that your friends do nt know if you have one point out negatives about a current girlfriend you may have    if she can hear you start up a conversation to your friends about her ask her questions about herself if one of her friends loves you or thinks your cute 999 she will too    just ask her smell nice she probably wo nt ask you out just go for it in private and no girl will spread around that you asked her if she says no
120,be respectful read her body language make eye contact do nt ignore her friends
121,ask her questions listen make her laugh flirt with her tell her how you feel
122,pay attention to how she talks and what she talks about notice interruptions look for humor notice playful behavior look out for jealousy
123,ask her out on a date describe your feelings to her write her a letter ask her friends
124,see if she s being intentional with you pay attention to her vulnerability with you look for hints notice how she interacts with her friends pay attention to her actions in group settings look at social media do nt overanalyze watch for flirting observe her body language see if her wardrobelook changes make the effort to understand her ask her to hang out get information from her friends or from others initiate flirting with her ask her boldly
125,start off by writing a simple note find out where her locker is and slip it in there or be creative and slip in one of her books leave subtle hints that its you do nt leave her hanging try leaving the notes in places that you are in try to see her reaction if you see she is trying really hard to find out her secret admirer leave her a note saying meet me herethen time and placedont come out and say your name
126,notice the amount of alone time she seeks out with you watch for eye contact pay attention to her reaction to your interactions with others pay attention to the way she touches you notice whether she laughs at your jokes or not watch for the lean in notice the blush look for a head tilt look out for preening pay attention to her feet listen to what she says pay attention to what her friends say listen to your gut flirt a little tomboys are pretty interested in sports put it all in context ask accept that she might just want to be your friend
127,be the best possible version of yourself pursue your interests work hard tackle problems headon only change for you take care of your body keep clean smell great look great be confident let them see you be a good friend spend time with them get to know them let them know you find common ground share their passions let them be them flaunt your single status flirt with them introduce touch tell them that you like them ask them out
128,talk to her do her favors flirt but not desperately make her feel special talk to her friends be you take pride in your appearance ask her out
129,use your peripheral vision to look at them watch them from afar use a decoy so that they do nt notice watch them while they are distracted sit behind them in class so you can see them but they ca nt see you figure out their schedule so you ll know where they ll be
130,friend or like them on all your social media accounts turn on notifications so you know when they make an update do not like repost or comment on any of their accounts
131,prepare conversation topics introduce yourself ask for your crushs contact information get to know your crushs friends
132,pay attention to how often she starts the conversationif initiating the conversation always falls on your shoulders odds are she is not very interested see if she is usually the first to say goodbye count the emoticons determine how interested she is in what you have to say by her repliesif she has good thorough responses to your comments it shows a higher degree of interest in your thoughts and by extension a higher interest in you be encouraged if she starts to tease youtexts like you should be wishing you were here right now or if you were here right now are usually meant to tease you into wondering what the rest of the sentence would read especially when they end with the   they are mildly suggestive without being too over the top implying that she wants to get you to think about her and wonder about her feelings and intentions a little more    note the content of her messages pay attention to punctuation look at how many of her words are unnecessarily long watch out for text giggles ask yourself if she frequently drops any hints
